"SKILLS
Excellent analytical and problem-solving skills
•
Deep knowledge and experience in risk management in banking
•
Credit risk and portfolio management
•
Demonstrates cooperation and decision-making abilities
•
Proficient in SAS, PL/SQL
•
Knowledge of competitive business models to analyze industry dynamics like Porter, 
SWOT, PEST
•
Strong working knowledge of operation strategy, supply chain strategy, constraint 
management
•
Advance in business process analysis and process performance methods: DEA, Six 
Sigma standard, and Statistical Process Control method
•
Working knowledge of MS software-Word, Excel, Visio and Project
•
Strong knowledge in opportunity assessment/business case, requirements gathering 
and analysis processes mapping diagrams, dataflow and workflow diagrams
•
Knowledge of system design, such as SDLC, OOAD, UML
•
Working knowledge of enterprise applications in the areas of ERP, CRM
•
Align IT strategies with business strategies and describe specific techniques to 
implement and manage IT assets to support strategies
•
Experienced with various marketing tools: sale force sizing, customer profitability, 
price elasticity, variance analysis and product line analysis","""SKL""","""SKILLS"""
"AREAS OF EXPERTISE
Router
Switch
DSLAM
Firewall
Wireless
Wifi
CCTV
Network management","""SKL""","""AREAS OF EXPERTISE"""
"PERSONAL SKILLS
Customer support skills
Good documentation skills
Can work   independently   or   in 
team.","""SKL""","""PERSONAL SKILLS"""
"Basic skills
Competent for Adobe Photoshop, GIMP, Microsoft Office Word/Powerpoint/Visio, 
Libreoffice Writer/Impress.
Hard working, well-organized. Frankly and responsible for the action.
Get along well with teammate. Willing to learn new things.
Presentation capabilities. Ability to write reports, guidance documents.","""SKL""","""Basic skills"""
"LANGUAGES
Vietnamese Native language.
English Second language. TOEIC 650 with validate till March 2013.
Able to communicate with English speaking foreigners.","""SKL""","""LANGUAGES"""
"FOREIGN LANGUAGE:
Good at English","""SKL""","""FOREIGN LANGUAGE"""
"TECHNICAL SUMMARY
Two years of experience in software development. Strong experience in .NET and C#.

Two years of experience in .NET (include: C#. NET, ASP.NET)

Two years of experience in .Net Framework (working in 3-Tier model)

Two years of experience in MS SQL Server (2000 and 2005)

One year of experience in AJAX technology

Six months of experience in UML Design, CSS, XML, Web Services

Six months of experience in C++, Java, JavaScript, ASP, JSP","""SKL""","""TECHNICAL SUMMARY"""
"PROFESSIONAL SKILLS
Creative Strategy 
Management 
Team Work 
Software","""SKL""","""PROFESSIONAL SKILLS"""
"SKILLS
Internet Marketing Skills / proficiency: Advanced / Years: 2.0; Search Engine Optimization
(SEO) / proficiency: Intermediate / Years: 1.0; Social Media Marketing / proficiency:
Advanced / Years: 3.0; Search Engine Marketing (SEM) / proficiency: Intermediate / Years:
2.0; ","""SKL""","""SKILLS"""
"Skills: 
 Representation
: Performed a lot of representations through most of the courses in International 
University – Vietnam National University. Topic varied from general to technical related to my major. 
 Teamwork
: Gained teamwork experiences for small group (3-7 members) in Phi Vien, Co., ltd and was 
group leader in some projects at university. 

Language: 
o Vietnamese: Mother tongue.
o English: Fluency. 
o Italian: Beginner. 
Computer Skills:
o Operating system: Windows (95/98/XP, Vista, 7), Linux (Ubuntu).
o Programming language: Pascal, C++, Java, Assembly, HTML, PHP, Servlet, JSP, XML. 
o IDE: Microsoft Office, Visual Studio, Netbean (5+ years), Eclipse, Dreamwaver, Smartdraw, 
Navigator. 
o Database: Relational and Object databases, Microsoft SQL, mySQL, HSQL, Oracle.
o Server: Glassfish Tomcat.
o Software engineering: Software developing full cycle, web-services engineering, object-oriented 
design, services oriented, software analysis, UML, data structure and algorithms, algorithms 
analysis, design and implements, software testing, software project management, sources code 
control, software business 
o Web technology: Liferay framework, PHP, JSP, HTML, CSS/JavaScript. 
o Source control: Subversion, SVN.
o Testing: JUnit.
o Build: Maven, Ant.
o Documentation: IEE Std 830-1998, IEEE Std 1058-1998.
 Planning and management skills: 
Working with non-technical and business.","""SKL""","""Skills"""
"SKILLS
4-year experience on web programming (ASP.Net, ASP.Net MVC4, 
C#)  ,  scripting  (JavaScript,  jQuery),  styling  (HTML,  CSS,  Bootstrap 
CSS)    with    Adobe    Photoshop    skills,    dealing    with    browser 
incompatibilities.
OOP, Design Pattern, Unit Testing (NUnit, NCover, TestDriven).
Experienced  on  T-SQL  (2005,  2008,  2008  R2,  2012)  programming 
and performance tuning. SQL  Reporting Services,  SQL Integration 
Services, SQL Analysis Services.
Excellent  at  reading  English,  good  at  both  writing  and  speaking.
TOEIC R & L: 825, S & W: 140 & 170. Good research skills.","""SKL""","""SKILLS"""
"SKILLS
Technical
HTML5
CSS3, SASS
AngularJS Material
Bootstrap
Responsive Web Design
AngularJS
Angular 2
Javascript
JQuery
Lodash
Git, SVN
PHP, Drupal
Soft
Agile, Scrum
Hard working
High responsibility
Self awareness
Friendly
Adaptable
Work independent/team","""SKL""","""SKILLS"""
"3. Skill Summary:
1. Technical skills :
a. Programming experience
- C#, VB.NET,  JAVA, ASP.NET, WEB-SERVICES, HTML, JavaScript, XML, 
UML,SQL, AJAX Control Toolkit, LINQ.
b. Deployment platforms
Microsoft NT/9x/2000/XP.
c. Database systems
Microsoft SQL Server 2000, 2005, 2008, 2010
d. Application of team work : MS SourceSafe , TortoiseSVN 
e. Applications experience:
NetBean 6.0, Microsoft Visual Studio 2003-2005-2008-2010, Power Designer, 
Crystal Report XI, iReport, Rational Rose.
f. Testing experience: create test plan, test-case, excuting unit test, maual test and 
automatic test
2. Other skills:
Communication:
English : Read-Write (Well), Speak - Listen (Fair).","""SKL""","""3. Skill Summary:"""
"SOFTWARE
VISIO
EXCEL
WORD
POWERPOINT
SHAREPOINT
PM SOFTWARE 
BALSAMIQ","""SKL""","""SOFTWARE"""
"Languages
– Vietnamese (mother tongue)
– French (advanced knowledge)
– English (working knowledge)","""SKL""","""Languages"""
"           SKILLS 
KHÓA HỌC LIÊN QUAN
 Ability to acquire, process the requirements from customers.  
 Proficient in designing plenty of Web layout using HTML/CSS2/CSS3. 
 Good using Jquery/Javascript for Web design requirements  
 Good using available libraries such as Masonry, Bootstrap, Slider and others. 
 Proficient in making responsive layout for different devices. 
 Ability to search, ask when need or get troubles in designing. 
 Collaborating with the programming department to accomplish final Website. 
 English skills are quite good.  
 Proficient in using Word and Powerpoint. 

Proficient in using Photoshop and willing to learn other design tools to adapt Job requirements. ","""SKL""","""SKILLS"""
"TECHNICAL SKILLS 
• Business Applications
o Retail, Finance, Healthcare, E-commerce 
o .NET (C#, ASP.Net), Java, LAMP, RoR
• Mobile Applications
o Platforms: iPhone/iPad, Android, Blackberry, J2ME, Symbian, Windows Mobile, Windows 
Phone
• Telecom/Networking
o Core and Enterprise networks
o VoIP
o Wireless
o Network Management
• Embedded Software","""SKL""","""TECHNICAL SKILLS"""
"Summary
 13  years  of  experience  in  software  development  with  good  knowledge  at Databases,  Object-Oriented  Analysis, 
Designs and Programming. 
 More than 4 years working with SQL Server and C# as an analyst .
 More 6 years Team Leader/ Scrum master and Project Manager. 
 5 years work on application for Oil and Gas Industry.
 Experience with analysis application on Oil and gas, nuclear power.
The following are technical overall 
1. Designing and developing Business system base on web and winform.
2. Designing database, framework, structure and pattern.
3. Research new technology.
4. Investigating and resolving problems.
5. Writing prototype for solution.","""SKL""","""Summary"""
"Skills
 Languages  &  Scripting: Visual  Studio.NET,  ASP.NET, C#,  Visual  Basic,  Java,  RMI,  Servlet,  JavaScript, 
HTML, XML, QT4, OIV, QML and plugin component,Web API
 Operating Systems: Windows Server 2003, Windows XP, Windows NT, Windows 2000/98/95.
 Databases: MS SQL Server, MS Access.
 Web Servers:  IIS, Javawebserver.
 Analysis & Design Tools: MS Visio. 
 Analysis & Design : Database, FrameWork, Pattern.
 Working on: 3 tirer model, join team.
 Leading : Team, Project.","""SKL""","""Skills"""
"SoftSkills:
 Completed Dale Carnegie course
 High Impact Presenter course.
 Team leader / scrum master.
 Scrum/ Agile process.","""SKL""","""SoftSkills:"""
"Skill Highlights
 Analytical:  knowledge of statistical and technical planning, design, and research
 Strategic planning:  smart development processes that streamlines productivity
 Team dynamic:  works with multiple locations and owners using the same sale system
 Organizational efficiency:  proven methods that balance work, responsibilities and group productivity
 STATA, SAS, and MS Office:  has excellent commands of software systems needed for analytical research
 Data management:  Filemakerpro, MySQL, Microsoft Access, Oracle, SalesForce CRM   
 Global Market background:  comprehensive knowledge of private, public, and middle-market
 SEO/SEM: knowledgeable skills of Google Adwords
 Social Media: extensive knowledge of backend social media advertisement and engagements
 Media Planning: developed complex media plan that ranges from OOH to social media and TVC
 Media Strategies: creation of complete media and PR strategies 
 Team Management: effective command of various sized team with result based approach
 Creative Design: creative content developed for presentations, websites, profiles, and documents","""SKL""","""Skill Highlights"""
"Skills
Operating 
systems
Window 9x, XP, 200x, Linux
Programming 
languages
C, C#, C++, CSS, HTML, Ruby on Rails, Java
Framework Ruby, .NET, Rails, Windows API","""SKL""","""Skills"""
"ADDITIONAL SKILLS:
• Proficient in Microsoft Office (Word, Excel, Outlook, PowerPoint)
• Strong at analysis, problem solving and communication","""SKL""","""ADDITIONAL SKILLS"""
"TECHNICAL SKILLS
Ø Platforms
§ Mobile: Android (all layers), Brew, Meego, J2ME...
§ Server side: Express (Nodejs), Tornado (Python) 
§ Real-time OS: QNX, REX, uLinux
§ Linux / Mac OS / Window
Ø Programming Languages
§ Object Oriented: Java, C++
§ Procedural: C (JNI, extended C for specific platforms)
§ Script: Python, Javascript, Makefile, Matlab, R
§ Assembly (x86, MIPS)
§ Parallel: OpenMPI, CUDA (Nvidia GPU)
Others
§ Design Pattern / UML
§ Computer Vision: Image Processing, Object Detection, Object Recognition
§ DBMS: MySQL, Sqlite, MongoDb
§ Hardware: Beagle Board, T-Engine, H8, DimmPC, AT4848, Sensors (Infrared, 
Magnetic)
§ Porting: OS, libraries, modules to cross platforms
§ UI Framework: Qt, Microsoft Visual Studio","""SKL""","""TECHNICAL SKILLS"""
